timestamp,symbol,timeframe,open,high,low,close,tick_volume,spread,real_volume
2025-09-25 20:45:00+00:00,XAUUSDm,M15,3750.763,3752.524,3749.42,3749.696,1091,160,0
2025-09-25 22:00:00+00:00,XAUUSDm,M15,3748.251,3748.567,3746.303,3746.499,783,160,0
2025-09-25 22:15:00+00:00,XAUUSDm,M15,3746.51,3749.472,3746.51,3749.358,733,160,0
2025-09-25 22:30:00+00:00,XAUUSDm,M15,3749.374,3751.021,3748.198,3749.569,1675,160,0
2025-09-25 22:45:00+00:00,XAUUSDm,M15,3749.614,3751.594,3748.575,3748.845,1581,160,0
2025-09-25 23:00:00+00:00,XAUUSDm,M15,3748.831,3749.94,3745.456,3745.586,1252,160,0
2025-09-25 23:15:00+00:00,XAUUSDm,M15,3745.626,3745.784,3738.051,3743.003,3285,160,0
2025-09-25 23:30:00+00:00,XAUUSDm,M15,3743.042,3743.116,3739.591,3741.511,2110,160,0
2025-09-25 23:45:00+00:00,XAUUSDm,M15,3741.508,3745.709,3741.508,3744.717,1887,160,0
2025-09-26 00:00:00+00:00,XAUUSDm,M15,3744.676,3748.943,3742.05,3746.508,3652,160,0
2025-09-26 00:15:00+00:00,XAUUSDm,M15,3746.485,3747.94,3740.215,3741.887,2505,160,0
2025-09-26 00:30:00+00:00,XAUUSDm,M15,3741.857,3745.586,3741.165,3744.269,2514,160,0
2025-09-26 00:45:00+00:00,XAUUSDm,M15,3744.26,3749.597,3743.64,3749.569,2305,160,0
2025-09-26 01:00:00+00:00,XAUUSDm,M15,3749.639,3753.33,3743.92,3744.001,4691,160,0
2025-09-26 01:15:00+00:00,XAUUSDm,M15,3743.991,3744.26,3738.733,3741.155,3768,160,0
2025-09-26 01:30:00+00:00,XAUUSDm,M15,3741.116,3743.376,3739.696,3743.185,3090,160,0
2025-09-26 01:45:00+00:00,XAUUSDm,M15,3743.157,3744.221,3737.693,3738.969,2604,160,0
2025-09-26 02:00:00+00:00,XAUUSDm,M15,3738.998,3741.084,3738.062,3739.314,2120,160,0
2025-09-26 02:15:00+00:00,XAUUSDm,M15,3739.272,3741.151,3737.798,3740.945,2006,160,0
2025-09-26 02:30:00+00:00,XAUUSDm,M15,3740.907,3742.896,3737.603,3738.703,2220,160,0
2025-09-26 02:45:00+00:00,XAUUSDm,M15,3738.63,3741.18,3738.047,3738.419,1885,160,0
2025-09-26 03:00:00+00:00,XAUUSDm,M15,3738.455,3738.582,3735.167,3735.347,2200,160,0
2025-09-26 03:15:00+00:00,XAUUSDm,M15,3735.351,3742.654,3734.464,3742.537,1759,160,0
2025-09-26 03:30:00+00:00,XAUUSDm,M15,3742.556,3745.502,3742.297,3745.202,1725,160,0
2025-09-26 03:45:00+00:00,XAUUSDm,M15,3745.173,3746.092,3744.573,3745.435,1171,160,0
2025-09-26 04:00:00+00:00,XAUUSDm,M15,3745.474,3746.803,3744.758,3746.682,1337,160,0
2025-09-26 04:15:00+00:00,XAUUSDm,M15,3746.679,3747.644,3744.821,3744.896,1200,160,0
2025-09-26 04:30:00+00:00,XAUUSDm,M15,3744.881,3747.04,3744.648,3745.285,1323,160,0
2025-09-26 04:45:00+00:00,XAUUSDm,M15,3745.288,3747.768,3744.832,3747.724,1260,160,0
2025-09-26 05:00:00+00:00,XAUUSDm,M15,3747.609,3747.861,3745.066,3745.817,1238,160,0
2025-09-26 05:15:00+00:00,XAUUSDm,M15,3745.86,3747.062,3744.53,3746.696,1178,160,0
2025-09-26 05:30:00+00:00,XAUUSDm,M15,3746.736,3749.612,3745.086,3748.389,1762,160,0
2025-09-26 05:45:00+00:00,XAUUSDm,M15,3748.357,3748.805,3741.865,3742.11,1860,160,0
2025-09-26 06:00:00+00:00,XAUUSDm,M15,3742.061,3751.631,3741.468,3751.488,3070,160,0
2025-09-26 06:15:00+00:00,XAUUSDm,M15,3751.525,3754.165,3750.348,3751.675,2856,160,0
2025-09-26 06:30:00+00:00,XAUUSDm,M15,3751.702,3752.855,3744.507,3744.936,3434,160,0
2025-09-26 06:45:00+00:00,XAUUSDm,M15,3744.91,3746.946,3742.294,3743.66,3379,160,0
2025-09-26 07:00:00+00:00,XAUUSDm,M15,3743.608,3744.599,3739.181,3743.074,3619,160,0
2025-09-26 07:15:00+00:00,XAUUSDm,M15,3743.048,3745.81,3742.024,3745.205,2661,160,0
2025-09-26 07:30:00+00:00,XAUUSDm,M15,3745.246,3749.366,3744.467,3748.102,2359,160,0
2025-09-26 07:45:00+00:00,XAUUSDm,M15,3748.13,3749.56,3746.822,3747.971,1759,160,0
2025-09-26 08:00:00+00:00,XAUUSDm,M15,3747.991,3752.128,3747.025,3748.929,2462,160,0
2025-09-26 08:15:00+00:00,XAUUSDm,M15,3748.885,3752.556,3748.606,3751.078,1852,160,0
2025-09-26 08:30:00+00:00,XAUUSDm,M15,3751.034,3755.206,3750.772,3753.375,1945,160,0
2025-09-26 08:45:00+00:00,XAUUSDm,M15,3753.41,3754.114,3751.63,3752.951,1764,160,0
2025-09-26 09:00:00+00:00,XAUUSDm,M15,3752.914,3754.455,3750.955,3750.955,1777,160,0
2025-09-26 09:15:00+00:00,XAUUSDm,M15,3750.973,3751.378,3748.037,3748.891,1984,160,0
2025-09-26 09:30:00+00:00,XAUUSDm,M15,3748.924,3749.769,3747.237,3748.915,1635,160,0
2025-09-26 09:45:00+00:00,XAUUSDm,M15,3748.941,3751.558,3747.947,3751.509,1509,160,0
2025-09-26 10:00:00+00:00,XAUUSDm,M15,3751.527,3755.015,3751.337,3752.51,1861,160,0
2025-09-26 10:15:00+00:00,XAUUSDm,M15,3752.54,3753.317,3748.966,3749.587,1711,160,0
2025-09-26 10:30:00+00:00,XAUUSDm,M15,3749.548,3749.87,3745.376,3746.085,1666,160,0
2025-09-26 10:45:00+00:00,XAUUSDm,M15,3746.044,3746.078,3742.903,3744.65,2144,160,0
2025-09-26 11:00:00+00:00,XAUUSDm,M15,3744.646,3747.178,3744.416,3746.087,1950,160,0
2025-09-26 11:15:00+00:00,XAUUSDm,M15,3746.135,3751.457,3745.712,3751.062,1882,160,0
2025-09-26 11:30:00+00:00,XAUUSDm,M15,3751.037,3752.898,3750.201,3751.914,1887,160,0
2025-09-26 11:45:00+00:00,XAUUSDm,M15,3751.904,3752.393,3748.409,3748.706,1872,160,0
2025-09-26 12:00:00+00:00,XAUUSDm,M15,3748.662,3752.82,3748.279,3751.61,2120,160,0
