timestamp,symbol,timeframe,open,high,low,close,tick_volume,spread,real_volume
2025-09-26 00:00:00+00:00,XAUUSDm,H4,3744.676,3753.33,3734.464,3745.435,40215,160,0
2025-09-26 04:00:00+00:00,XAUUSDm,H4,3745.474,3754.165,3739.181,3747.971,34295,160,0
2025-09-26 08:00:00+00:00,XAUUSDm,H4,3747.991,3755.206,3742.903,3748.706,29901,160,0
2025-09-26 12:00:00+00:00,XAUUSDm,H4,3748.662,3783.826,3746.602,3780.373,82123,160,0
2025-09-26 16:00:00+00:00,XAUUSDm,H4,3780.332,3783.204,3764.617,3766.707,42351,160,0
2025-09-26 20:00:00+00:00,XAUUSDm,H4,3766.743,3769.555,3760.026,3761.041,6557,160,0
2025-09-28 20:00:00+00:00,XAUUSDm,H4,3764.718,3772.502,3763.322,3766.899,12958,160,0
2025-09-29 00:00:00+00:00,XAUUSDm,H4,3766.858,3799.439,3763.91,3794.34,74493,160,0
2025-09-29 04:00:00+00:00,XAUUSDm,H4,3794.355,3819.874,3792.419,3806.343,61564,160,0
2025-09-29 08:00:00+00:00,XAUUSDm,H4,3806.381,3831.36,3806.381,3828.916,44077,160,0
2025-09-29 12:00:00+00:00,XAUUSDm,H4,3828.865,3833.183,3809.189,3830.351,86595,160,0
2025-09-29 16:00:00+00:00,XAUUSDm,H4,3830.345,3833.56,3822.605,3828.754,37088,160,0
2025-09-29 20:00:00+00:00,XAUUSDm,H4,3828.792,3834.025,3825.656,3832.835,14624,160,0
2025-09-30 00:00:00+00:00,XAUUSDm,H4,3832.89,3867.205,3831.128,3864.772,52263,160,0
2025-09-30 04:00:00+00:00,XAUUSDm,H4,3864.731,3871.7,3839.471,3843.811,53172,160,0
2025-09-30 08:00:00+00:00,XAUUSDm,H4,3843.843,3847.244,3793.074,3815.189,93171,160,0
2025-09-30 12:00:00+00:00,XAUUSDm,H4,3815.128,3854.543,3808.828,3839.035,101787,160,0
2025-09-30 16:00:00+00:00,XAUUSDm,H4,3839.001,3860.808,3837.779,3859.05,38085,160,0
2025-09-30 20:00:00+00:00,XAUUSDm,H4,3859.09,3863.08,3850.731,3862.927,19801,160,0
2025-10-01 00:00:00+00:00,XAUUSDm,H4,3862.94,3875.562,3855.514,3861.982,43449,160,0
2025-10-01 04:00:00+00:00,XAUUSDm,H4,3861.988,3879.88,3853.356,3879.186,45157,160,0
2025-10-01 08:00:00+00:00,XAUUSDm,H4,3879.237,3895.376,3878.059,3883.512,48721,160,0
2025-10-01 12:00:00+00:00,XAUUSDm,H4,3883.596,3891.122,3856.11,3868.483,120509,160,0
2025-10-01 16:00:00+00:00,XAUUSDm,H4,3868.424,3871.894,3854.896,3867.708,44755,160,0
2025-10-01 20:00:00+00:00,XAUUSDm,H4,3867.731,3867.883,3857.474,3863.518,20168,160,0
2025-10-02 00:00:00+00:00,XAUUSDm,H4,3863.475,3870.021,3852.832,3866.58,36484,160,0
2025-10-02 04:00:00+00:00,XAUUSDm,H4,3866.587,3874.822,3861.697,3868.558,35157,160,0
